interferenceOnShooter,intervening,bodyPart_head,bodyPart_left foot,bodyPart_right foot,playType_free kick,playType_open play,playType_penalty,playerConversionRate,matchConversionRate,distance,angle,outcome
1,3,False,False,True,False,True,False,0.08,0.1935483870967742,10.934943987053614,33.853634576924684,1
0,2,False,False,True,False,True,False,0.1206896551724138,0.0,25.645490831723226,16.120883751530762,0
1,2,False,False,True,False,True,False,0.10344827586206896,0.2564102564102564,10.808931492057853,35.90269306090665,0
0,1,False,False,True,False,True,False,0.06521739130434782,0.15384615384615385,15.39971752987697,24.561257536589295,0
1,2,False,True,False,False,True,False,0.08064516129032258,0.19444444444444445,12.491136857788407,29.934054210482127,0
2,1,False,False,True,False,True,False,0.037037037037037035,0.15,12.822082514162823,26.37609484937064,0
1,2,True,False,False,False,True,False,0.1206896551724138,0.18181818181818182,8.47113923861484,36.915954175587096,1
0,8,False,False,True,True,False,False,0.07017543859649122,0.061224489795918366,22.601170323680144,7.113270564838802,0
1,3,False,False,True,False,True,False,0.0847457627118644,0.15151515151515152,15.785239941160224,14.33296521895501,0
0,2,False,False,True,False,True,False,0.08620689655172414,0.23529411764705882,15.340928915812107,26.63995827511398,0
0,1,False,False,True,False,False,True,0.13846153846153847,0.12121212121212122,10.97,36.90123249850194,1
1,5,False,True,False,False,True,False,0.13636363636363635,0.12195121951219512,15.425751197267509,21.31523997340934,0
0,1,False,True,False,False,True,False,0.1276595744680851,0.1794871794871795,8.598139333600033,42.13040646127843,1
2,4,True,False,False,False,True,False,0.18181818181818182,0.023255813953488372,8.685217326008601,32.934497754212785,0
0,1,False,False,True,False,True,False,0.11475409836065574,0.1111111111111111,10.102004751533233,34.9985995682168,1
2,2,False,False,True,False,True,False,0.15217391304347827,0.061224489795918366,21.5404363929796,18.167400797347646,0
1,5,False,False,True,False,True,False,0.05555555555555555,0.0851063829787234,22.85483975003982,18.073644691644898,0
1,2,False,False,True,False,True,False,0.1276595744680851,0.022727272727272728,15.692966577419327,25.184931209530387,0
0,2,False,True,False,False,True,False,0.15517241379310345,0.0851063829787234,13.092784272262337,30.01207025435633,0
2,2,False,True,False,False,True,False,0.11320754716981132,0.09302325581395349,21.57220665578744,18.950134459110032,1
0,1,False,True,False,False,True,False,0.1206896551724138,0.1,6.160779171500956,57.36883897067358,1
2,2,True,False,False,False,True,False,0.1,0.08,13.257767534543666,30.79395559090219,0
0,1,False,True,False,False,True,False,0.05084745762711865,0.12,18.957175422514823,18.658357607132018,0
1,1,False,False,True,False,True,False,0.12280701754385964,0.08333333333333333,21.638863186406073,17.17079908225062,0
2,4,True,False,False,False,True,False,0.125,0.1111111111111111,9.86802918520208,39.56649394540393,0
0,2,False,False,True,False,True,False,0.04081632653061224,0.0625,14.118278931937844,21.93716725979916,0
1,2,True,False,False,False,True,False,0.16666666666666666,0.07894736842105263,7.139355713227911,53.66882423489845,0
0,1,False,False,True,False,True,False,0.06944444444444445,0.1282051282051282,9.200021739104752,42.69599967116271,1
1,1,False,True,False,False,True,False,0.04918032786885246,0.13333333333333333,12.718824631230671,16.4633362873161,0
1,3,False,True,False,False,True,False,0.04,0.15217391304347827,18.747186455572475,18.786589600714834,0
1,3,False,False,True,False,True,False,0.1276595744680851,0.08,19.490125705084612,21.231235039435656,0
0,7,False,True,False,True,False,False,0.06666666666666667,0.06666666666666667,31.22892569397801,12.000001632652209,0
0,1,False,False,True,False,False,True,0.2,0.1702127659574468,10.97,36.90123249850194,1
2,2,False,False,True,False,True,False,0.16666666666666666,0.08823529411764706,10.15728802387724,36.96471563772493,0
2,3,False,True,False,False,True,False,0.09090909090909091,0.05555555555555555,24.20983684372945,16.84548784884131,0
0,1,True,False,False,False,True,False,0.13846153846153847,0.1388888888888889,9.595337409387959,38.27303771123099,0
0,3,False,True,False,False,True,False,0.21052631578947367,0.08108108108108109,10.496828092333418,38.37357114051,1
0,3,False,False,True,False,True,False,0.12903225806451613,0.037037037037037035,15.532597979732818,26.41079888794126,0
1,2,False,False,True,False,True,False,0.058823529411764705,0.13043478260869565,9.278496645470106,36.98695936628561,0
1,3,False,False,True,False,True,False,0.13846153846153847,0.1111111111111111,21.338249693918197,16.993345374104422,0
0,2,True,False,False,False,True,False,0.0967741935483871,0.10526315789473684,5.210575783922541,69.36567690681541,1
1,3,True,False,False,False,True,False,0.06451612903225806,0.16129032258064516,8.359455723909303,45.96168350704217,0
1,5,False,False,True,False,True,False,0.09090909090909091,0.23529411764705882,25.052874086619283,15.448359606109838,0
1,3,False,False,True,False,True,False,0.09523809523809523,0.1,19.214642853823747,21.55405815743162,0
1,2,False,False,True,False,True,False,0.06944444444444445,0.09302325581395349,12.603015512170094,29.453478750438823,0
1,2,False,False,True,False,True,False,0.18181818181818182,0.125,18.0200388456851,17.573561985639778,1
1,4,False,False,True,False,True,False,0.1724137931034483,0.17647058823529413,17.42302212591145,23.16359953601877,0
1,2,False,True,False,False,True,False,0.18333333333333332,0.10810810810810811,18.73858319083916,10.41426313587898,0
0,1,False,False,True,False,False,True,0.13846153846153847,0.2608695652173913,10.97,36.90123249850194,1
2,2,True,False,False,False,True,False,0.10204081632653061,0.08108108108108109,13.408430184029747,30.18170202285801,0
0,1,False,False,True,False,False,True,0.14285714285714285,0.15789473684210525,10.97,36.90123249850194,1
0,2,False,True,False,False,True,False,0.13636363636363635,0.08,17.762370337317034,18.700526284781578,0
0,4,False,True,False,False,True,False,0.11764705882352941,0.12,30.12345929670097,13.437004817611697,0
0,5,False,True,False,False,True,False,0.09803921568627451,0.14634146341463414,23.24287417683106,17.678886492113257,0
2,4,False,True,False,False,True,False,0.04081632653061224,0.08333333333333333,19.258504614844842,16.493006050662913,0
0,3,True,False,False,False,True,False,0.041666666666666664,0.2391304347826087,11.981590044731126,7.971334690319259,0
1,2,False,False,True,False,True,False,0.0625,0.21428571428571427,12.839816976888729,31.580327239969627,0
2,2,False,False,True,False,True,False,0.09523809523809523,0.11363636363636363,15.369248517738269,20.646972550289238,0
0,9,False,True,False,True,False,False,0.18333333333333332,0.18181818181818182,24.38619691546839,13.762367818485945,1
1,1,False,False,True,False,True,False,0.17307692307692307,0.09090909090909091,9.35109084545755,42.37852532298125,0
0,3,False,False,True,False,True,False,0.16129032258064516,0.15789473684210525,24.920597906149844,16.246498944356333,0
1,1,False,False,True,False,True,False,0.12280701754385964,0.15789473684210525,13.760297961890215,22.037811104359616,0
1,1,True,False,False,False,True,False,0.041666666666666664,0.05128205128205128,2.6004999519323206,109.99718901979207,0
0,5,False,False,True,False,True,False,0.17857142857142858,0.1388888888888889,26.31513822878383,15.334733090928822,0
1,3,False,False,True,False,True,False,0.08928571428571429,0.13953488372093023,22.75528290309747,16.529418073887566,0
1,3,False,True,False,False,True,False,0.22448979591836735,0.08,13.609132962830513,14.316357161381601,0
1,2,False,False,True,False,True,False,0.11475409836065574,0.20588235294117646,21.350936747599626,12.110363765496217,0
1,2,False,False,True,False,True,False,0.13333333333333333,0.05555555555555555,17.723622654525233,18.46695048375483,0
0,4,False,True,False,False,True,False,0.09090909090909091,0.12903225806451613,22.647757063338524,16.29604592783959,0
0,1,False,False,True,False,True,False,0.0851063829787234,0.08888888888888889,7.287503001714648,39.61207010341655,0
1,3,False,False,True,False,True,False,0.12962962962962962,0.029411764705882353,25.250378214989176,13.644868980602258,0
0,1,False,True,False,False,True,False,0.1,0.05555555555555555,14.688730373997611,22.090088761534776,0
2,2,False,False,True,False,True,False,0.12,0.1702127659574468,7.020890256940355,53.92000101895741,0
1,3,False,True,False,False,True,False,0.11475409836065574,0.12195121951219512,11.285424227737298,27.137701767879964,0
0,3,True,False,False,False,True,False,0.07142857142857142,0.05128205128205128,11.722666079011208,34.67226590568486,0
1,1,False,True,False,False,True,False,0.1956521739130435,0.19444444444444445,23.104382701124045,14.366617953459976,0
2,2,False,False,True,False,True,False,0.15517241379310345,0.0851063829787234,12.382584544431749,5.972650469367738,0
1,3,False,False,True,False,True,False,0.1568627450980392,0.03333333333333333,25.7535123818092,13.8877806566704,0
2,3,False,True,False,False,True,False,0.12962962962962962,0.08108108108108109,26.036783595521165,12.994909605585926,0
1,2,False,False,True,False,True,False,0.1111111111111111,0.037037037037037035,12.22255701561666,33.33476966844675,0
2,2,False,True,False,False,True,False,0.07142857142857142,0.11764705882352941,17.372645164165416,19.844878130217214,0
1,2,False,True,False,False,True,False,0.09259259259259259,0.0,26.659426100349574,15.506183057687691,0
0,8,False,False,True,False,True,False,0.08,0.1111111111111111,26.330153816489567,14.018828328267691,0
0,7,False,True,False,False,True,False,0.1111111111111111,0.08888888888888889,28.231459402588452,13.994442278971025,0
1,1,True,False,False,False,True,False,0.11538461538461539,0.125,8.956165474130097,43.72311868916775,0
1,3,False,True,False,False,True,False,0.04,0.22857142857142856,25.37925333811064,15.21864729889104,0
1,3,False,True,False,False,True,False,0.25396825396825395,0.125,33.3194237645251,10.835986277199405,0
0,2,False,True,False,False,True,False,0.13636363636363635,0.07317073170731707,18.16780669205835,22.54580523667365,0
1,3,False,False,True,False,True,False,0.13636363636363635,0.10256410256410256,19.509228585466932,12.60717090453061,0
1,2,False,False,True,False,True,False,0.08955223880597014,0.09090909090909091,30.289326502911877,12.742915155945145,0
1,3,True,False,False,False,True,False,0.16393442622950818,0.1111111111111111,8.529390365084717,39.69212044735261,0
0,1,False,False,True,False,True,False,0.16981132075471697,0.19444444444444445,14.98463546436816,19.949755169611695,1
0,1,True,False,False,False,True,False,0.06451612903225806,0.13953488372093023,14.461967362706917,27.58235627771356,1
0,5,False,True,False,False,True,False,0.125,0.07317073170731707,24.75194133800418,16.78270451891795,0
2,2,False,False,True,False,True,False,0.06521739130434782,0.17142857142857143,21.59404084464045,19.120431038227593,0
2,2,True,False,False,False,True,False,0.09836065573770492,0.10204081632653061,9.705179029775804,38.341743363663504,0
1,5,False,True,False,False,True,False,0.17857142857142858,0.16129032258064516,20.305489405577006,8.84459087818812,0
1,1,False,False,True,False,True,False,0.1346153846153846,0.06666666666666667,8.324385863233395,47.14188202334197,0
0,9,False,False,True,True,False,False,0.08928571428571429,0.15789473684210525,27.236279114445864,15.276918354687878,0
1,2,True,False,False,False,True,False,0.06,0.10256410256410256,11.908337415441334,32.60219265931267,0
2,2,True,False,False,False,True,False,0.12280701754385964,0.22857142857142856,12.72982325093322,32.061447222959785,0
0,1,False,True,False,False,False,True,0.14285714285714285,0.18604651162790697,10.97,36.90123249850194,1
2,2,False,False,True,False,True,False,0.0625,0.10344827586206896,6.359654078642957,52.06004699088167,0
1,3,False,False,True,False,True,False,0.16923076923076924,0.029411764705882353,18.271674800083325,22.58524739020902,0
2,2,False,True,False,False,True,False,0.12,0.08333333333333333,12.317507864823956,13.365910529044633,0
0,2,False,False,True,False,True,False,0.08,0.075,16.129128928742556,14.120415936332328,0
0,1,False,False,True,False,True,False,0.09523809523809523,0.20512820512820512,6.997885394888945,55.15176939404593,1
0,2,False,True,False,False,True,False,0.0975609756097561,0.0967741935483871,24.834016992826594,14.097970007771565,0
0,1,False,False,True,False,True,False,0.2,0.09090909090909091,11.743972922312109,2.524388757337097,0
2,2,True,False,False,False,True,False,0.0784313725490196,0.15151515151515152,8.47764707923136,43.11762880255583,0
0,2,False,False,True,False,True,False,0.11538461538461539,0.2,25.45572823550723,13.585368126992664,0
1,2,False,True,False,False,True,False,0.11320754716981132,0.0425531914893617,8.494727776685961,46.56848249968747,0
0,8,False,False,True,True,False,False,0.125,0.1111111111111111,29.024046926643432,13.734522350002253,0
0,1,False,False,True,False,True,False,0.18333333333333332,0.12903225806451613,11.295950601874994,33.8651584565116,1
1,2,False,False,True,False,True,False,0.14285714285714285,0.0625,20.20519982578742,20.06259506057039,1
0,5,False,False,True,True,False,False,0.25396825396825395,0.16666666666666666,24.603174591909884,16.654353913196072,0
0,5,False,True,False,False,True,False,0.0967741935483871,0.07692307692307693,19.533819390994687,20.644480607173474,0
0,2,False,True,False,False,True,False,0.14545454545454545,0.10810810810810811,7.743900825811241,33.68030010944664,0
0,3,False,False,True,False,True,False,0.1111111111111111,0.2391304347826087,24.60709247351259,15.996871808240517,0
0,4,False,False,True,False,True,False,0.16981132075471697,0.15151515151515152,25.321176907876932,14.975412821988552,0
0,1,False,False,True,False,False,True,0.11290322580645161,0.08823529411764706,10.97,36.90123249850194,0
0,1,False,False,True,False,True,False,0.1568627450980392,0.09523809523809523,16.398759099395296,18.559137664018724,0
1,1,True,False,False,False,True,False,0.13636363636363635,0.15789473684210525,6.072898813581534,61.82634174762854,1
1,8,False,False,True,False,True,False,0.15217391304347827,0.061224489795918366,14.584443767247349,27.575937240323434,0
1,4,False,False,True,False,True,False,0.1320754716981132,0.0851063829787234,21.791856277059097,16.110901789771823,0
1,1,False,True,False,False,True,False,0.125,0.15151515151515152,14.07918321494539,28.9546110144457,0
0,2,False,False,True,False,True,False,0.13333333333333333,0.18604651162790697,4.552208255341577,77.43254666851516,1
1,2,False,True,False,False,True,False,0.16326530612244897,0.08,12.272868450366444,27.430109792955978,0
0,8,False,True,False,False,True,False,0.13846153846153847,0.1111111111111111,31.406147487394882,9.167311692972122,0
0,2,False,False,True,False,True,False,0.0847457627118644,0.10256410256410256,7.681985420449586,15.685512802471267,0
1,5,False,False,True,False,True,False,0.06451612903225806,0.07407407407407407,15.462021213282565,26.631621015664944,0
0,3,False,True,False,False,True,False,0.05084745762711865,0.10256410256410256,25.711104604820072,14.08516358219087,0
1,3,False,True,False,False,True,False,0.13636363636363635,0.0625,23.720796782570353,17.17334803418904,0
1,2,False,False,True,False,True,False,0.18867924528301888,0.16129032258064516,12.822082514162823,26.37609484937064,0
2,2,False,True,False,False,True,False,0.17857142857142858,0.15151515151515152,14.183388170673467,26.82174938748099,0
0,7,False,True,False,True,False,False,0.16923076923076924,0.125,24.63987418799049,14.482410256511411,0
2,2,False,False,True,False,True,False,0.09836065573770492,0.13953488372093023,25.10500348536124,16.17299658766129,0
1,2,True,False,False,False,True,False,0.08955223880597014,0.18181818181818182,9.867775838556529,38.81824388326161,0
1,2,False,False,True,False,True,False,0.06451612903225806,0.08333333333333333,22.490077812226442,18.448017198259816,0
1,2,False,False,True,False,True,False,0.06666666666666667,0.02564102564102564,23.15589989613878,12.022291538409858,0
2,2,False,True,False,False,True,False,0.18333333333333332,0.07317073170731707,14.849033638590763,14.335047024045705,0
1,2,False,False,True,False,True,False,0.08771929824561403,0.1,10.980573755501121,15.243474725634915,0
0,8,False,False,True,False,True,False,0.17857142857142858,0.08695652173913043,31.896026398283535,12.903072294269071,0
2,3,False,False,True,False,True,False,0.14814814814814814,0.11363636363636363,18.150275480003053,18.516748011352064,0
1,1,False,True,False,False,True,False,0.09090909090909091,0.20512820512820512,1.9039432764659772,127.33393382213498,0
2,2,False,True,False,False,True,False,0.22448979591836735,0.11428571428571428,15.171067859580619,24.45940463536729,0
1,1,False,True,False,False,True,False,0.11538461538461539,0.1111111111111111,12.272868450366444,27.430109792955978,0
0,7,False,False,True,False,True,False,0.11764705882352941,0.14705882352941177,26.139175579960437,15.390488554788027,0
2,3,True,False,False,False,True,False,0.11940298507462686,0.09090909090909091,11.143756099269224,29.261615337695613,0
1,3,False,False,True,False,True,False,0.1276595744680851,0.1111111111111111,13.072329555209356,24.334455628376542,0
1,2,False,False,True,False,True,False,0.13636363636363635,0.05714285714285714,27.738855419789765,11.997892224016988,0
0,1,False,False,True,False,True,False,0.17857142857142858,0.06818181818181818,10.954715879474008,29.470048208289995,0
0,1,False,False,True,False,True,False,0.2,0.18,14.830418065583991,21.24498065192624,0
1,3,False,False,True,False,True,False,0.17857142857142858,0.1111111111111111,18.538190310815132,12.774979754753346,0
1,1,False,False,True,False,True,False,0.21875,0.2608695652173913,10.808931492057853,35.90269306090665,1
1,2,False,False,True,False,True,False,0.13846153846153847,0.1388888888888889,20.83560894238515,19.585478054053866,0
1,2,False,False,True,False,True,False,0.15384615384615385,0.022727272727272728,20.724140512938046,13.092449624187772,0
0,4,False,True,False,False,True,False,0.08771929824561403,0.1,31.312981333625835,12.66112380343632,0
0,1,True,False,False,False,True,False,0.1694915254237288,0.09523809523809523,7.883558841031125,48.31679213574808,0
0,2,False,False,True,False,True,False,0.04918032786885246,0.12244897959183673,24.2239220606408,15.143585934769701,1
1,2,False,False,True,False,True,False,0.1956521739130435,0.08333333333333333,26.26421519863101,14.669647981447648,0
0,2,False,False,True,False,True,False,0.10344827586206896,0.125,23.046277356657843,14.809561325880338,0
0,4,False,False,True,False,True,False,0.07017543859649122,0.2608695652173913,23.539177980549788,16.01385841130677,1
1,2,False,True,False,False,True,False,0.1875,0.28205128205128205,25.899886100135653,12.675994089860446,0
1,2,False,False,True,False,True,False,0.0784313725490196,0.12121212121212122,27.435059686466875,14.930290346701637,0
1,3,False,True,False,False,True,False,0.14285714285714285,0.12195121951219512,7.149664327784907,50.44846625972853,0
0,2,False,False,True,False,True,False,0.12903225806451613,0.15384615384615385,17.17627724508428,11.717762392643516,0
1,1,False,True,False,False,True,False,0.13333333333333333,0.07692307692307693,12.9491698575623,30.609977740651242,0
1,3,False,False,True,False,True,False,0.037037037037037035,0.02564102564102564,15.770279008311807,24.95641617522826,0
1,3,False,True,False,False,True,False,0.09090909090909091,0.11428571428571428,23.453803529491758,14.674751103994723,0
1,2,False,False,True,False,True,False,0.14285714285714285,0.1111111111111111,21.428252378577213,15.124921527338199,0
0,3,False,False,True,False,True,False,0.09836065573770492,0.08823529411764706,26.847981302138898,12.79633854984602,0
0,1,False,True,False,False,True,False,0.09090909090909091,0.09090909090909091,13.01436898201369,26.167345499837154,0
1,0,False,True,False,False,True,False,0.14545454545454545,0.09302325581395349,3.8075714044519247,87.33966773555166,1
1,2,False,False,True,False,True,False,0.1,0.18,21.693448319711646,13.469280316264474,0
0,6,False,False,True,True,False,False,0.1864406779661017,0.1388888888888889,31.694658856028095,13.164429181119589,0
1,5,False,False,True,False,True,False,0.22448979591836735,0.16129032258064516,20.049012444507085,19.406277376312083,1
1,4,False,True,False,False,True,False,0.14285714285714285,0.15151515151515152,26.68767505797386,14.359235100241564,0
1,3,False,False,True,False,True,False,0.041666666666666664,0.12121212121212122,28.018167320508315,12.665952635856911,0
0,6,False,False,True,False,True,False,0.1206896551724138,0.05128205128205128,17.27524529492997,23.843777833242097,0
1,3,False,True,False,False,True,False,0.18333333333333332,0.06818181818181818,26.448911130706307,15.746401852444237,0
1,2,False,False,True,False,True,False,0.16666666666666666,0.1111111111111111,14.064096131639602,18.604205038453053,0
1,1,False,False,True,False,True,False,0.08620689655172414,0.0,34.59229972118072,8.944029536099512,0
0,3,False,True,False,False,True,False,0.0975609756097561,0.08,26.931160390892924,15.477765985231326,0
1,5,False,True,False,False,True,False,0.07142857142857142,0.08823529411764706,16.12331541588144,15.323964098012127,0
0,1,False,False,True,False,True,False,0.1206896551724138,0.06060606060606061,15.287537407967315,22.910252488372752,0
2,3,False,False,True,False,True,False,0.11320754716981132,0.16666666666666666,23.118081667820107,12.445819681649919,0
0,11,False,True,False,True,False,False,0.07017543859649122,0.05405405405405406,24.360295564709393,15.811825414772777,0
1,1,False,False,True,False,True,False,0.10714285714285714,0.2391304347826087,14.756313902868833,14.9993002555581,0
0,5,False,False,True,False,True,False,0.041666666666666664,0.1388888888888889,27.416090166177963,13.084205316873492,0
1,4,False,True,False,False,True,False,0.125,0.10714285714285714,25.527404881812803,13.665655441307461,0
2,2,True,False,False,False,True,False,0.08,0.11627906976744186,10.516320649352606,36.232943145819355,0
0,2,False,False,True,False,True,False,0.13043478260869565,0.0967741935483871,31.219087110292,13.352933781235564,0
0,1,False,False,True,False,False,True,0.06521739130434782,0.23684210526315788,10.97,36.90123249850194,1
1,1,True,False,False,False,True,False,0.11538461538461539,0.08,7.24486024709932,50.50636001403097,0
1,0,False,True,False,False,True,False,0.09615384615384616,0.125,3.773274440058661,88.23836812669657,1
1,2,False,False,True,False,True,False,0.06451612903225806,0.20689655172413793,21.528943308950396,17.553023154553827,1
1,3,False,False,True,False,True,False,0.07017543859649122,0.05128205128205128,21.962809474199787,18.912015740935278,0
0,4,False,True,False,True,False,False,0.08,0.0851063829787234,29.52956484609958,11.301005552648189,0
0,10,False,False,True,True,False,False,0.04081632653061224,0.1111111111111111,22.74143575062929,17.120971326571468,0
