"","Iteration","Pi","X","Y","Inside"
"3101",3101,3.17188003869719,0.826924648601562,0.0694881512317806,TRUE
"3201",3201,3.1765073414558,0.0120246168226004,0.237021398497745,TRUE
"3301",3301,3.17843077855195,0.417042560409755,0.179995128884912,TRUE
"3401",3401,3.17553660688033,0.157735362648964,0.229163023643196,TRUE
"3501",3501,3.16595258497572,0.782917363801971,0.845359351253137,FALSE
"3601",3601,3.1646764787559,0.562902734614909,0.698183198925108,TRUE
"3701",3701,3.16346933261281,0.9390993793495,0.144029527902603,TRUE
"3801",3801,3.16022099447514,0.717379708774388,0.331261485582218,TRUE
"3901",3901,3.15611381697001,0.50137932645157,0.135489200707525,TRUE
"4001",4001,3.16220944763809,0.68799120769836,0.768790045520291,FALSE
"4101",4101,3.16020482809071,0.166512761963531,0.644147158833221,TRUE
"4201",4201,3.16210426089026,0.319438480772078,0.678430984029546,TRUE
"4301",4301,3.16856544989537,0.239306096918881,0.458138446090743,TRUE
"4401",4401,3.17018859350148,0.335990033112466,0.439451994607225,TRUE
"4501",4501,3.16729615640969,0.7812231592834,0.504015272250399,TRUE
"4601",4601,3.17235383612258,0.0825640528928488,0.436903816182166,TRUE
"4701",4701,3.16698574771325,0.149027818581089,0.00554486783221364,TRUE
"4801",4801,3.16684024161633,0.875677620293573,0.433586072409526,TRUE
"4901",4901,3.16914915323403,0.679253485053778,0.825935054803267,FALSE
"5001",5001,3.1625674865027,0.24999092426151,0.998276352649555,FALSE
"5101",5101,3.16800627327975,0.834080130793154,0.757216186961159,FALSE
"5201",5201,3.16400692174582,0.511311860289425,0.829803394852206,TRUE
"5301",5301,3.16845878136201,0.95477772061713,0.984420395689085,FALSE
"5401",5401,3.16904276985743,0.0421269766520709,0.947284992784262,TRUE
"5501",5501,3.16887838574805,0.101132232695818,0.490912961540744,TRUE
"5601",5601,3.16871987145153,0.168821217957884,0.320179726462811,TRUE
"5701",5701,3.16716365549904,0.0397721047047526,0.883666090201586,TRUE
"5801",5801,3.1684192380624,0.197922959923744,0.68342543952167,TRUE
"5901",5901,3.16963226571767,0.0924405383411795,0.883620978333056,TRUE
"6001",6001,3.16947175470755,0.438644679030403,0.429371108533815,TRUE
"6101",6101,3.1693165054909,0.562436247477308,0.906154746189713,FALSE
"6201",6201,3.16981132075472,0.576962579041719,0.625994655303657,TRUE
"6301",6301,3.17156006983019,0.412401992361993,0.41949886130169,TRUE
"6401",6401,3.17325417903453,0.60523699526675,0.683121875859797,TRUE
"6501",6501,3.17243500999846,0.378438995219767,0.819171645445749,TRUE
"6601",6601,3.17103469171338,0.152587310411036,0.641220845049247,TRUE
"6701",6701,3.16848231607223,0.164802015991881,0.582952807191759,TRUE
"6801",6801,3.16482870166152,0.962431820807979,0.477843678789213,FALSE
"6901",6901,3.16359947833647,0.0456966082565486,0.460083907004446,TRUE
"7001",7001,3.16069132981003,0.281789810629562,0.646393876057118,TRUE
"7101",7101,3.16068159414167,0.695793063845485,0.417386796558276,TRUE
"7201",7201,3.15956117205944,0.964114644099027,0.0704420292750001,TRUE
"7301",7301,3.16285440350637,0.915269412333146,0.319507068255916,TRUE
"7401",7401,3.16551817321983,0.467769631883129,0.0605701822787523,TRUE
"7501",7501,3.16384482069057,0.197573543293402,0.652322593145072,TRUE
"7601",7601,3.16484673069333,0.561290003126487,0.196752061601728,TRUE
"7701",7701,3.16634203350214,0.424197577871382,0.594006551429629,TRUE
"7801",7801,3.16369696192796,0.138606244232506,0.834984656656161,TRUE
"7901",7901,3.16466270092393,0.378628435311839,0.0853085438720882,TRUE
"8001",8001,3.16460442444694,0.0729193559382111,0.1574961617589,TRUE
"8101",8101,3.16306628811258,0.0697884866967797,0.11712081450969,TRUE
"8201",8201,3.15961468113645,0.209355855127797,0.524969747057185,TRUE
"8301",8301,3.15624623539333,0.811056839767843,0.228157787118107,TRUE
"8401",8401,3.1553386501607,0.824391508474946,0.492143263109028,TRUE
"8501",8501,3.15115868721327,0.526154230348766,0.263181528775021,TRUE
"8601",8601,3.15126148122311,0.150239465059713,0.813086295034736,TRUE
"8701",8701,3.15274106424549,0.796751300571486,0.114105380838737,TRUE
"8801",8801,3.15373253039427,0.690105732064694,0.966139894211665,FALSE
"8901",8901,3.15470171890799,0.259107562247664,0.315905527444556,TRUE
"9001",9001,3.15253860682146,0.142450679093599,0.398236652370542,TRUE
"9101",9101,3.14998351829469,0.492227853974327,0.371464760042727,TRUE
"9201",9201,3.15052711661776,0.553686920553446,0.980891248444095,FALSE
"9301",9301,3.14933878077626,0.364809497259557,0.835785697912797,TRUE
"9401",9401,3.14775023933624,0.752641494385898,0.703818971989676,FALSE
"9501",9501,3.14577412903905,0.282984162913635,0.877785278018564,TRUE
"9601",9601,3.1442558066868,0.0742528417613357,0.405137671390548,TRUE
"9701",9701,3.14400577260076,0.0484133390709758,0.00112358713522553,TRUE
"9801",9801,3.14498520559127,0.834105443675071,0.333490276243538,TRUE
"9901",9901,3.14392485607514,0.661635600728914,0.484657796798274,TRUE
"10001",10001,3.14528547145285,0.408193914685398,0.761589373694733,TRUE
"10101",10101,3.14543114543115,0.770934558240697,0.967575530288741,FALSE
"10201",10201,3.14753455543574,0.461955273989588,0.902817731024697,FALSE
"10301",10301,3.1457140083487,0.872368565527722,0.0957737215794623,TRUE
"10401",10401,3.14777425247572,0.904789765365422,0.0408593663014472,TRUE
"10501",10501,3.14865250928483,0.148942882893607,0.812427889788523,TRUE
"10601",10601,3.14687293651542,0.769922469975427,0.987314519705251,FALSE
"10701",10701,3.14736940472853,0.687515857862309,0.677936180494726,TRUE
"10801",10801,3.14748634385705,0.447009337600321,0.778192422119901,TRUE
"10901",10901,3.14833501513623,0.0751213789917529,0.676274463068694,TRUE
"11001",11001,3.14989546404872,0.93804571731016,0.375583043787628,FALSE
"11101",11101,3.14998648770381,0.491363571025431,0.21637392626144,TRUE
"11201",11201,3.1490045531649,0.0439272564835846,0.510772001231089,TRUE
"11301",11301,3.14697814352712,0.603947786381468,0.106757933273911,TRUE
"11401",11401,3.14674151390229,0.871642532758415,0.532791607547551,FALSE
"11501",11501,3.14824797843666,0.717538107186556,0.689295933349058,TRUE
"11601",11601,3.14938367382122,0.0423632508609444,0.99289155495353,TRUE
"11701",11701,3.14981625502094,0.00922425277531147,0.643272620392963,TRUE
"11801",11801,3.15091941360902,0.606184304691851,0.644757593749091,TRUE
"11901",11901,3.1503235022267,0.285791893023998,0.717526291264221,TRUE
"12001",12001,3.14973752187318,0.301491040270776,0.200001481221989,TRUE
"12101",12101,3.14883067515081,0.590490554226562,0.751328430138528,TRUE
"12201",12201,3.14925006147037,0.357591917738318,0.611118813510984,TRUE
"12301",12301,3.14868709860987,0.210970126325265,0.746178596280515,TRUE
"12401",12401,3.14716555116523,0.186073985183612,0.653802666114643,TRUE
"12501",12501,3.14950803935685,0.786041557788849,0.224948154762387,TRUE
"12601",12601,3.14832156178081,0.997416684869677,0.272151502314955,FALSE
"12701",12701,3.14904338241083,0.747731786919758,0.711055969353765,FALSE
"12801",12801,3.14912897429888,0.401406226214021,0.79743137373589,TRUE
"12901",12901,3.14921323928378,0.508385436143726,0.290726520353928,TRUE
"13001",13001,3.14898853934313,0.271647763205692,0.561541145900264,TRUE
"13101",13101,3.14846194946951,0.115778658073395,0.822115788701922,TRUE
"13201",13201,3.14854935232179,0.846885725622997,0.480317284818739,TRUE
"13301",13301,3.14923689948124,0.168925384292379,0.353696608683094,TRUE
"13401",13401,3.14782478919484,0.525492851855233,0.752481635892764,TRUE
"13501",13501,3.14850751796163,0.216488117584959,0.243500267388299,TRUE
"13601",13601,3.14712153518124,0.605036394437775,0.389622524147853,TRUE
"13701",13701,3.14487993577111,0.915098346071318,0.912467303453013,FALSE
"13801",13801,3.14469965944497,0.867405700962991,0.947812084807083,FALSE
"13901",13901,3.143370980505,0.740914889844134,0.784388364758343,FALSE
"14001",14001,3.14320405685308,0.943915963172913,0.507772996788844,FALSE
"14101",14101,3.1421884972697,0.472056460333988,0.805136380717158,TRUE
"14201",14201,3.14090557003028,0.703338296618313,0.761046687141061,FALSE
"14301",14301,3.14103908817565,0.483844768954441,0.705060809617862,TRUE
"14401",14401,3.14033747656413,0.620681863743812,0.0112875930499285,TRUE
"14501",14501,3.14019722777739,0.951108257751912,0.643069733399898,FALSE
"14601",14601,3.13759331552633,0.814458591165021,0.157134190201759,TRUE
"14701",14701,3.13611318957894,0.0626072257291526,0.283802457619458,TRUE
"14801",14801,3.13627457604216,0.392266645096242,0.0703977877274156,TRUE
"14901",14901,3.13482316623045,0.60433037718758,0.677618199260905,TRUE
"15001",15001,3.13285780947937,0.598969607613981,0.235109081724659,TRUE
"15101",15101,3.13303754718231,0.0484256292693317,0.352823448600248,TRUE
"15201",15201,3.13189921715677,0.371559478808194,0.883705133805051,TRUE
"15301",15301,3.13051434546762,0.616972955176607,0.297960822004825,TRUE
"15401",15401,3.13096552171937,0.303426614729688,0.975258761784062,FALSE
"15501",15501,3.13115282884975,0.956311172572896,0.0977715174667537,TRUE
"15601",15601,3.13031215947696,0.679303423501551,0.300152197480202,TRUE
"15701",15701,3.12948219858608,0.509972418891266,0.369764363626018,TRUE
"15801",15801,3.12866274286438,0.0816511802840978,0.991390130249783,TRUE
"15901",15901,3.12961448965474,0.00215368322096765,0.181978781009093,TRUE
"16001",16001,3.13180426223361,0.179495749995112,0.551981513155624,TRUE
"16101",16101,3.13197938016272,0.155740027315915,0.222015722421929,TRUE
"16201",16201,3.1338806246528,0.0607987740077078,0.0721152278129011,TRUE
"16301",16301,3.13305932151402,0.276984868803993,0.981342825340107,FALSE
"16401",16401,3.13371135906347,0.390755558852106,0.520255811046809,TRUE
"16501",16501,3.13484031270832,0.926064176484942,0.105428176000714,TRUE
"16601",16601,3.13499186795976,0.953584415838122,0.16216775868088,TRUE
"16701",16701,3.13466259505419,0.852338892174885,0.335974644403905,TRUE
"16801",16801,3.13433724183084,0.249331103637815,0.236690673278645,TRUE
"16901",16901,3.13567244541743,0.230163584230468,0.178647235035896,TRUE
"17001",17001,3.13675666137286,0.310616122093052,0.603549820603803,TRUE
"17101",17101,3.13736038828139,0.612979399273172,0.66245611733757,TRUE
"17201",17201,3.1388872739957,0.374191388720647,0.193150280741975,TRUE
"17301",17301,3.13785330327727,0.836427150527015,0.694543113466352,FALSE
"17401",17401,3.13821044767542,0.978373795514926,0.370393985649571,FALSE
"17501",17501,3.13673504371179,0.481003523338586,0.827171076321974,TRUE
"17601",17601,3.13550366456451,0.595172854606062,0.837282687425613,FALSE
"17701",17701,3.13631998192193,0.0719663761556149,0.150786052225158,TRUE
"17801",17801,3.13712712768946,0.784215561579913,0.922606961103156,FALSE
"17901",17901,3.1368079995531,0.902901296503842,0.229223715374246,TRUE
"18001",18001,3.13538136770179,0.418556591263041,0.737888769712299,TRUE
"18101",18101,3.13706425059389,0.201506901765242,0.429349765181541,TRUE
"18201",18201,3.13828910499423,0.629375963006169,0.329200432868674,TRUE
"18301",18301,3.13862630457352,0.458509628660977,0.914464366622269,FALSE
"18401",18401,3.13852508015869,0.946939941029996,0.264192760456353,TRUE
"18501",18501,3.13885735906167,0.154263065895066,0.662133967969567,TRUE
"18601",18601,3.13897102306328,0.952063404722139,0.103278566384688,TRUE
"18701",18701,3.13908347147211,0.568858241429552,0.263851945288479,TRUE
"18801",18801,3.13855645976278,0.568280102219433,0.558118704939261,TRUE
"18901",18901,3.13845828263055,0.277906106086448,0.0156678648199886,TRUE
"19001",19001,3.13751907794327,0.736049201572314,0.316911052446812,TRUE
"19101",19101,3.13805559918329,0.427231123205274,0.453711617039517,TRUE
"19201",19201,3.13816988698505,0.357825816143304,0.0386880750302225,TRUE
"19301",19301,3.13931920625874,0.513373971916735,0.0557523260358721,TRUE
"19401",19401,3.1390134529148,0.567917492706329,0.177689450327307,TRUE
"19501",19501,3.13789036459669,0.62044152058661,0.53471917915158,TRUE
"19601",19601,3.13800316310392,0.471316043287516,0.671614844119176,TRUE
"19701",19701,3.13811481650678,0.779900525463745,0.562879249220714,TRUE
"19801",19801,3.13842735215393,0.892216239590198,0.128356664674357,TRUE
"19901",19901,3.13893774182202,0.61011302145198,0.0083705501165241,TRUE
"20001",20001,3.13864306784661,0.469956025015563,0.382635916117579,TRUE
"20101",20101,3.13934630117905,0.233574177604169,0.403252387652174,TRUE
"20201",20201,3.13865650215336,0.599766984814778,0.17143313982524,TRUE
"20301",20301,3.13876163735777,0.689218590734527,0.755576053867117,FALSE
"20401",20401,3.13925787951571,0.0121162049472332,0.565915414132178,TRUE
"20501",20501,3.13935905565582,0.737447697902098,0.287780775921419,TRUE
"20601",20601,3.13926508421921,0.907494869083166,0.153112706262618,TRUE
"20701",20701,3.13820588377373,0.618289216421545,0.838536490220577,FALSE
"20801",20801,3.13811835969425,0.16645418247208,0.327631803695112,TRUE
"20901",20901,3.136883402708,0.76024897233583,0.294844451826066,TRUE
"21001",21001,3.13623160801867,0.375033002113923,0.766694298246875,TRUE
"21101",21101,3.1361546846121,0.0532933245413005,0.55365389212966,TRUE
"21201",21201,3.13551247582661,0.867297391174361,0.266625180607662,TRUE
"21301",21301,3.13412515844327,0.859772266121581,0.722406830405816,FALSE
"21401",21401,3.13349843465259,0.395861379103735,0.101994008291513,TRUE
"21501",21501,3.13343565415562,0.0625415300019085,0.231568893417716,TRUE
"21601",21601,3.13337345493264,0.801053741481155,0.452691595070064,TRUE
"21701",21701,3.13275885903875,0.731474583037198,0.0754702128469944,TRUE
"21801",21801,3.13233337920279,0.566327134147286,0.69350911770016,TRUE
"21901",21901,3.13300762522259,0.987070190487429,0.821381714660674,FALSE
"22001",22001,3.13258488250534,0.414294042624533,0.510851363418624,TRUE
"22101",22101,3.13252793991222,0.888341353740543,0.0607336806133389,TRUE
"22201",22201,3.13247151029233,0.960218889871612,0.964651436544955,FALSE
"22301",22301,3.13295367920721,0.98210775339976,0.233547995332628,FALSE
"22401",22401,3.13343154323468,0.687729848315939,0.600955906091258,TRUE
"22501",22501,3.1331940802631,0.139339651213959,0.446431382093579,TRUE
"22601",22601,3.13225078536348,0.105869764927775,0.0281198266893625,TRUE
"22701",22701,3.1320206158319,0.61277419491671,0.103539697825909,TRUE
"22801",22801,3.13144160343845,0.0770059814676642,0.671126752858981,TRUE
"22901",22901,3.13121697742457,0.520595700247213,0.560727305943146,TRUE
"23001",23001,3.12977696621886,0.788767633261159,0.148701519239694,TRUE
"23101",23101,3.12869572745769,0.948791828239337,0.242027620086446,TRUE
"23201",23201,3.12917546657472,0.123218262800947,0.857906550168991,TRUE
"23301",23301,3.12947942148406,0.888478584354743,0.0414624153636396,TRUE
"23401",23401,3.12960984573309,0.689549254253507,0.957025508163497,FALSE
"23501",23501,3.12956895451257,0.989091021474451,0.536895093042403,FALSE
"23601",23601,3.13020634718868,0.646964394953102,0.801110630156472,FALSE
"23701",23701,3.12999451499937,0.201127497246489,0.58469880791381,TRUE
"23801",23801,3.12928028234108,0.79398378264159,0.0632906705141068,TRUE
"23901",23901,3.12991088238986,0.298664635280147,0.588963347952813,TRUE
"24001",24001,3.12986958876713,0.139012813102454,0.0978231481276453,TRUE
"24101",24101,3.13148831998672,0.40250372281298,0.375949803506956,TRUE
"24201",24201,3.13111028469898,0.116960402810946,0.331953843589872,TRUE
"24301",24301,3.13106456524423,0.540268216747791,0.341796898050234,TRUE
"24401",24401,3.13101922052375,0.184748973697424,0.751159404404461,TRUE
"24501",24501,3.13130076323415,0.626307107973844,0.559528378536925,TRUE
"24601",24601,3.13158001707248,0.35125092137605,0.0537888936232775,TRUE
"24701",24701,3.13234282012874,0.833529612980783,0.269928619032726,TRUE
"24801",24801,3.13148663360348,0.896199880400673,0.587066149571911,FALSE
"24901",24901,3.13192241275451,0.690282986499369,0.135347811505198,TRUE
"25001",25001,3.13219471221151,0.843101949198171,0.879826556192711,FALSE
"25101",25101,3.13310226684196,0.429692766396329,0.38778364402242,TRUE
"25201",25201,3.13241538034205,0.63897865684703,0.471929119201377,TRUE
"25301",25301,3.13189202007826,0.403659010538831,0.307444177335128,TRUE
"25401",25401,3.13153025471438,0.265950574306771,0.933582429075614,TRUE
"25501",25501,3.13101447002078,0.48578022303991,0.326951115624979,TRUE
"25601",25601,3.13034647084098,0.633811631239951,0.116893223952502,TRUE
"25701",25701,3.12937239796117,0.951034289086238,0.0077008344233036,TRUE
"25801",25801,3.12980117049727,0.428540579276159,0.128736803308129,TRUE
"25901",25901,3.13084436894328,0.198464425746351,0.293009377084672,TRUE
"26001",26001,3.13064882119918,0.421558569651097,0.137248886749148,TRUE
"26101",26101,3.13030152101452,0.255499653285369,0.0292089255526662,TRUE
"26201",26201,3.13026220373268,0.523867111187428,0.778815217316151,TRUE
"26301",26301,3.129310672598,0.445938176941127,0.665397916221991,TRUE
"26401",26401,3.1298814438847,0.84955719881691,0.485161237884313,TRUE
"26501",26501,3.12999509452473,0.109342462848872,0.904586273711175,TRUE
"26601",26601,3.12905529867298,0.58297667442821,0.747159950435162,TRUE
"26701",26701,3.12947080633684,0.987357103964314,0.184996069408953,FALSE
"26801",26801,3.12958471698817,0.768793538445607,0.802658923668787,FALSE
"26901",26901,3.12954908739452,0.427512649912387,0.374222160317004,TRUE
"27001",27001,3.12981000703678,0.476943738525733,0.658554922789335,TRUE
"27101",27101,3.13110217335154,0.51306580984965,0.454590723384172,TRUE
"27201",27201,3.13135546487262,0.194765206659213,0.19293721113354,TRUE
"27301",27301,3.13102084172741,0.363111743237823,0.846706490265206,TRUE
"27401",27401,3.13098062114521,0.591749428538606,0.275105766253546,TRUE
"27501",27501,3.13079524380932,0.0493009579367936,0.208974077831954,TRUE
"27601",27601,3.13032136516793,0.642429448897019,0.950422468362376,FALSE
"27701",27701,3.13071730262445,0.435573714552447,0.513782389927655,TRUE
"27801",27801,3.1305348728463,0.110934213269502,0.489732845686376,TRUE
"27901",27901,3.1297802946131,0.980788312153891,0.0368785029277205,TRUE
"28001",28001,3.12903110603193,0.92828455590643,0.932961099781096,FALSE
"28101",28101,3.12871428063058,0.321533906273544,0.778856995981187,TRUE
"28201",28201,3.12925073578951,0.581269435817376,0.914046399062499,FALSE
"28301",28301,3.12907671107028,0.0264733647927642,0.52199523197487,TRUE
"28401",28401,3.12890391183409,0.441942109027877,0.828261685324833,TRUE
"28501",28501,3.12971474685099,0.716779541224241,0.315080345142633,TRUE
"28601",28601,3.13038005664138,0.543103826930746,0.781790166394785,TRUE
"28701",28701,3.13006515452423,0.266962486086413,0.268210213631392,TRUE
"28801",28801,3.12919690288532,0.0452865147963166,0.0290543383453041,TRUE
"28901",28901,3.12805785266946,0.531965438975021,0.647538639139384,TRUE
"29001",29001,3.1284438467639,0.398685906548053,0.186377928126603,TRUE
"29101",29101,3.12745266485688,0.0602641864679754,0.731401156634092,TRUE
"29201",29201,3.12742714290606,0.951123867882416,0.968003164744005,FALSE
"29301",29301,3.12753830927272,0.869952051900327,0.573275107657537,FALSE
"29401",29401,3.12683242066596,0.830025453586131,0.875599864637479,FALSE
"29501",29501,3.12667367207891,0.537118043750525,0.291862587910146,TRUE
"29601",29601,3.12732677950069,0.420253757154569,0.495910852681845,TRUE
"29701",29701,3.12757146224033,0.876868700608611,0.145361946197227,TRUE
"29801",29801,3.12700916076642,0.166032888228074,0.949848025105894,TRUE
"29901",29901,3.12685194475101,0.704804431414232,0.778333949390799,FALSE
"30001",30001,3.12629579014033,0.0715591611806303,0.806961025111377,TRUE
"30101",30101,3.12574333078635,0.267553173936903,0.590228629997,TRUE
"30201",30201,3.12572431376445,0.315761974779889,0.160966783529148,TRUE
"30301",30301,3.12715751955381,0.748697863891721,0.303151965606958,TRUE
"30401",30401,3.1270024012368,0.872869887389243,0.879793773172423,FALSE
"30501",30501,3.12697944329694,0.524501472711563,0.794610727345571,TRUE
"30601",30601,3.12656449135649,0.402331466088071,0.653465650742874,TRUE
"30701",30701,3.12719455392332,0.917149549350142,0.726276735076681,FALSE
"30801",30801,3.12743092756729,0.402625493239611,0.461795195005834,TRUE
"30901",30901,3.12766577133426,0.634992717765272,0.478728793794289,TRUE
"31001",31001,3.12725395954969,0.592695504659787,0.849994846852496,FALSE
"31101",31101,3.12748786212662,0.132996765663847,0.446184041677043,TRUE
"31201",31201,3.1281048684337,0.0170856465119869,0.233113960362971,TRUE
"31301",31301,3.12795118366825,0.594003891805187,0.213179209269583,TRUE
"31401",31401,3.12779847775549,0.150883259484544,0.0157974420581013,TRUE
"31501",31501,3.12688486079807,0.910706788767129,0.495077174855396,FALSE
"31601",31601,3.12749596531755,0.970362753141671,0.0844274670816958,TRUE
"31701",31701,3.12709378253052,0.826659608166665,0.116524969227612,TRUE
"31801",31801,3.12694569353165,0.971476979553699,0.370154641801491,FALSE
"31901",31901,3.12717469671797,0.111765943001956,0.526630587410182,TRUE
"32001",32001,3.12665229211587,0.795846559572965,0.705973025178537,FALSE
"32101",32101,3.12600853555964,0.167341429973021,0.546203004661947,TRUE
"32201",32201,3.12474767864352,0.910569409374148,0.957318433560431,FALSE
"32301",32301,3.12535215627999,0.39432887500152,0.710733926622197,TRUE
"32401",32401,3.12521218480911,0.265952469548211,0.60673337103799,TRUE
"32501",32501,3.12408848958494,0.433323295786977,0.650136409327388,TRUE
"32601",32601,3.12456673108187,0.108405735110864,0.0825319245923311,TRUE
"32701",32701,3.12516436806214,0.218441402772442,0.586873022606596,TRUE
"32801",32801,3.12514862351758,0.866106640780345,0.0908202701248229,TRUE
"32901",32901,3.12513297468162,0.76233441894874,0.783939202083275,FALSE
"33001",33001,3.12560225447714,0.679331346647814,0.27742172521539,TRUE
"33101",33101,3.1263103833721,0.151120982132852,0.876595700858161,TRUE
"33201",33201,3.12653233336345,0.757736655184999,0.839954105205834,FALSE
"33301",33301,3.12723341641392,0.372275282861665,0.386866505257785,TRUE
"33401",33401,3.12733151702045,0.760271180188283,0.391074385028332,TRUE
"33501",33501,3.1274290319692,0.372177021345124,0.340364592382684,TRUE
"33601",33601,3.12693074610875,0.46664564171806,0.125895102508366,TRUE
"33701",33701,3.12750363490698,0.212345787091181,0.37032215250656,TRUE
"33801",33801,3.12759977515458,0.535300719551742,0.27261570468545,TRUE
"33901",33901,3.12757735760007,0.0301784337498248,0.763519440311939,TRUE
"34001",34001,3.12779035910709,0.855430848198012,0.251593834487721,TRUE
"34101",34101,3.12788481276209,0.997086208313704,0.97301624645479,FALSE
"34201",34201,3.12774480278354,0.245240466436371,0.965978389140218,TRUE
"34301",34301,3.12760560916591,0.38721812935546,0.821337304078043,TRUE
"34401",34401,3.127118397721,0.364149560686201,0.852384274825454,TRUE
"34501",34501,3.12721370395061,0.3357101182919,0.105368692893535,TRUE
"34601",34601,3.12696164850727,0.73845927324146,0.544796322938055,TRUE
"34701",34701,3.12728739805769,0.974845838034526,0.142208379460499,TRUE
"34801",34801,3.12738139708629,0.179829991655424,0.106120404787362,TRUE
"34901",34901,3.12701641786768,0.720998766133562,0.32322779414244,TRUE
"35001",35001,3.12711065398131,0.960327708395198,0.807895699515939,FALSE
"35101",35101,3.12697643941768,0.307110173627734,0.860256908228621,TRUE
"35201",35201,3.12604755546717,0.664631639141589,0.0469074023421854,TRUE
"35301",35301,3.12501062292853,0.0423135065939277,0.378820406040177,TRUE
"35401",35401,3.12510946018474,0.067655579186976,0.411498160799965,TRUE
"35501",35501,3.12543308639193,0.376863148063421,0.00371678685769439,TRUE
"35601",35601,3.12496839976405,0.292162698693573,0.482416363200173,TRUE
"35701",35701,3.12473039970869,0.357622544746846,0.550747174303979,TRUE
"35801",35801,3.12482891539342,0.157601455925032,0.460827726405114,TRUE
"35901",35901,3.12470404724102,0.683237481629476,0.31182587123476,TRUE
"36001",36001,3.12435765673176,0.00805636798031628,0.329577450174838,TRUE
"36101",36101,3.12401318523033,0.522387478267774,0.107988161267713,TRUE
"36201",36201,3.12411259357476,0.720088151283562,0.386092199478298,TRUE
"36301",36301,3.12388088482411,0.649359244853258,0.137712091207504,TRUE
"36401",36401,3.12474932007362,0.208072874229401,0.381139547331259,TRUE
"36501",36501,3.12517465274924,0.0578721391502768,0.25825974275358,TRUE
"36601",36601,3.12516051474003,0.394710614578798,0.599466556683183,TRUE
"36701",36701,3.12558240919866,0.133414214709774,0.267169245518744,TRUE
"36801",36801,3.12589331811636,0.951888891402632,0.722596096340567,FALSE
"36901",36901,3.12468496788705,0.094677317654714,0.0399788343347609,TRUE
"37001",37001,3.12510472689927,0.744243678404018,0.34083171072416,TRUE
"37101",37101,3.125198781704,0.34980343026109,0.660201592603698,TRUE
"37201",37201,3.12539985484261,0.822517243679613,0.970773100852966,FALSE
"37301",37301,3.12592155706281,0.136270868591964,0.591286799870431,TRUE
"37401",37401,3.12526403037352,0.181271360721439,0.760295373853296,TRUE
"37501",37501,3.12535665715581,0.229234088677913,0.796506870072335,TRUE
"37601",37601,3.12587431185341,0.111956246197224,0.66795993829146,TRUE
"37701",37701,3.12532824063022,0.285465289605781,0.413896055193618,TRUE
"37801",37801,3.12531414512844,0.952269150177017,0.639128812821582,FALSE
"37901",37901,3.12582781456954,0.366489665117115,0.312398524489254,TRUE
"38001",38001,3.12581247861898,0.106721592834219,0.852746945573017,TRUE
"38101",38101,3.12642712789691,0.636810759315267,0.475148424506187,TRUE
"38201",38201,3.12672443129761,0.226099978666753,0.67451393022202,TRUE
"38301",38301,3.1272290540717,0.905194575665519,0.124196005286649,TRUE
"38401",38401,3.12721022890029,0.711665443377569,0.68163187475875,TRUE
"38501",38501,3.12698371470871,0.613481934648007,0.525926343630999,TRUE
